CellID,Length,Synapses,Density,Degree,WeightedDegree
12073881,111.14918,155,1.3945222,26,155
8639662,199.03068,126,0.63306822,62,126
15673867,111.94261,77,0.68785245,32,77
3605630,99.536859,30,0.30139589,19,30
17352824,161.39217,69,0.42753004,33,69
6250655,161.57921,54,0.33420142,31,54
16366055,215.97173,53,0.24540249,39,53
11073313,148.36324,94,0.63358014,39,94
3650600,99.3156,180,1.8124041,12,180
18123575,202.18608,44,0.21762131,22,44
15524852,116.91308,33,0.28226098,14,33
8640212,138.03231,121,0.87660637,49,121
15938337,102.19157,62,0.60670368,22,62
8259192,105.48946,28,0.26542936,14,28
16651566,133.87656,89,0.6647915,34,89
17729410,192.91541,71,0.36803696,35,71
15996160,124.2457,42,0.33803988,11,42
15677323,113.63673,102,0.89759707,28,102
17776982,277.18618,60,0.21646101,30,60
13137623,119.77086,47,0.39241599,25,47
10961507,173.90971,42,0.24150463,27,42
15997666,109.96186,28,0.25463375,11,28
18106257,161.42377,172,1.0655184,64,172
15716701,112.19692,140,1.2478061,36,140
15574508,115.80473,17,0.14679884,9,17
15724636,97.343679,17,0.17463897,4,17
15620606,93.99549,10,0.10638808,5,10
2571761,116.9236,345,2.9506447,21,345
4073353,107.7157,508,4.7161183,35,508
18305476,203.3379,45,0.2213065,16,45
8810739,113.26559,10,0.088288068,6,10
15525858,99.739292,34,0.34088872,12,34
11736972,111.80477,80,0.71553299,22,80
15727304,101.7608,8,0.078615736,6,8
17304269,229.54855,104,0.4530632,36,104
10934438,106.68214,59,0.55304477,27,59
10473853,166.66755,145,0.86999539,47,145
8348277,154.89492,62,0.40027137,36,62
15766999,144.51987,10,0.069194636,9,10
6623049,181.46843,103,0.56759184,31,103
17379360,215.67766,25,0.11591372,22,25
18679889,88.519523,11,0.12426637,7,11
5327961,146.16077,174,1.1904699,21,174
15590761,109.29666,54,0.49406818,16,54
5577650,141.61521,79,0.55784968,34,79
3050645,125.18135,12,0.095860928,6,12
15615877,97.328214,5,0.051372565,5,5
17729347,159.18232,60,0.37692629,27,60
15595823,111.83261,82,0.73323875,17,82
17587710,230.97043,51,0.22080749,21,51
12366224,160.49573,67,0.41745659,27,67
1419315,124.59697,21,0.16854343,11,21
9767705,170.39711,85,0.49883476,47,85
17732071,177.35926,60,0.33829641,32,60
15674262,113.01508,168,1.4865273,33,168
15640724,122.20112,6,0.049099387,2,6
16141217,187.90287,102,0.54283364,42,102
15409328,120.05319,89,0.74133805,23,89
15717935,108.23412,13,0.12011,7,13
19785305,195.05124,81,0.41527549,34,81
8942413,148.71585,48,0.32276317,22,48
4044654,107.08975,2,0.018675924,1,2
5448622,118.74775,11,0.092633331,5,11
20172310,217.28576,118,0.54306367,39,118
15612241,109.63881,11,0.10032944,6,11
18568094,130.66629,55,0.42091959,35,55
8167696,202.32229,110,0.543687,50,110
11838242,169.75713,52,0.30631998,24,52
15589411,108.07389,126,1.165869,27,126
15609885,127.99537,133,1.0391001,39,133
15651438,108.9946,151,1.3853898,30,151
15573331,114.91038,40,0.34809736,18,40
8347720,199.15306,86,0.43182866,50,86
2206279,92.422991,55,0.59509002,6,55
15690093,116.83358,156,1.3352325,41,156
2216131,94.472659,42,0.44457307,7,42
3123905,110.68512,9,0.081311746,4,9
18187865,208.15086,72,0.34590296,26,72
15556081,109.57106,169,1.5423781,35,169
15673925,112.80594,39,0.34572648,9,39
11745381,114.90334,109,0.94862345,30,109
15653927,115.34577,12,0.10403502,7,12
15716934,136.66586,473,3.4609961,26,473
17360076,181.559,90,0.49570663,34,90
19017854,120.25505,32,0.26610109,7,32
15638742,108.06354,19,0.17582249,10,19
13313410,199.21729,84,0.42165016,28,84
17776906,179.90171,156,0.86714019,47,156
11022546,204.97508,139,0.67813121,52,139
5671303,139.74151,50,0.35780348,37,50
2204467,155.53456,84,0.54007289,33,84
16383966,265.82312,129,0.4852851,42,129
15762568,97.094485,12,0.12359095,7,12
10017931,120.81835,11,0.091045776,9,11
1856512,114.91928,51,0.44378976,3,51
17378548,143.64196,69,0.48036104,38,69
17658927,199.48294,100,0.501296,51,100
5767836,157.75025,67,0.42472198,28,67
1679034,150.82288,99,0.65639907,50,99
15615042,115.15573,172,1.4936295,39,172
4061049,133.90936,29,0.21656439,8,29
37365,106.47202,42,0.39446982,6,42
13849274,159.31197,66,0.4142815,31,66
15653288,116.15537,127,1.0933631,34,127
15998307,106.84621,31,0.29013664,19,31
15556868,116.97972,124,1.0600128,32,124
17355860,213.80389,65,0.30401692,21,65
15743905,108.08878,14,0.12952316,4,14
15155348,156.44653,90,0.57527642,37,90
17086412,169.79811,88,0.51826255,24,88
16959698,183.15878,100,0.54597436,46,100
15714639,116.01942,205,1.7669456,25,205
15728017,107.20388,5,0.046640101,3,5
9521722,185.2354,82,0.44267997,40,82
16220042,152.79852,80,0.52356529,40,80
15434200,109.83088,52,0.4734552,19,52
20812872,169.75976,98,0.57728639,43,98
16341966,117.99432,41,0.34747435,17,41
16341507,112.84446,57,0.50512005,19,57
8790590,222.48507,18,0.080904306,4,18
5778133,177.94253,36,0.20231251,23,36
10766722,140.2318,46,0.32802831,24,46
17075832,208.87612,42,0.20107612,17,42
17420035,153.607,105,0.68356258,40,105
3054101,139.80431,98,0.70097984,30,98
16087799,158.11331,102,0.645107,37,102
12253020,128.91364,176,1.365255,31,176
17360266,243.26698,125,0.51383876,43,125
18625446,113.89127,130,1.1414396,38,130
11756023,187.26383,63,0.33642375,27,63
15615589,108.56882,110,1.0131822,32,110
17355872,225.31566,131,0.58140655,24,131
17736755,211.71864,38,0.17948349,20,38
15679577,122.72991,207,1.6866304,37,207
902038,119.3665,43,0.36023509,6,43
15639275,117.59124,6,0.051024211,3,6
17587734,201.41833,39,0.19362686,17,39
10238739,184.63394,96,0.51994773,32,96
7955278,210.17266,36,0.17128774,16,36
6252764,170.31766,31,0.18201283,20,31
15605657,125.99271,3,0.023810901,3,3
5959820,182.72095,130,0.7114674,49,130
17732256,235.13986,35,0.14884758,20,35
15063529,208.40034,102,0.48944257,49,102
18934019,133.27939,136,1.0204128,35,136
4338596,133.45318,184,1.3787607,47,184
15588800,124.36859,136,1.0935237,34,136
15724520,140.90588,5,0.03548468,4,5
2216445,108.77398,69,0.63434289,7,69
16937395,196.83125,135,0.6858667,41,135
2215622,102.61148,33,0.32160145,6,33
7851153,145.23187,59,0.40624692,31,59
16554856,195.75937,99,0.50572293,50,99
15672153,116.88768,3,0.025665666,3,3
15595950,137.04711,225,1.6417712,29,225
8765298,145.36851,62,0.42650226,36,62
14039007,201.35377,63,0.31288215,24,63
15678833,138.17646,13,0.094082596,10,13
16095576,186.05628,105,0.56434538,45,105
16448979,156.77084,89,0.56770762,46,89
17466463,155.9089,79,0.50670617,34,79
15730680,106.76891,2,0.018732046,2,2
17352470,211.19966,37,0.17518968,21,37
16355225,215.36669,136,0.63148113,51,136
9853425,125.5236,138,1.0993949,45,138
15508475,126.25982,1,0.0079201758,1,1
2215247,99.928095,33,0.33023746,3,33
4096703,114.51612,9,0.078591557,7,9
13966828,178.54356,162,0.9073416,58,162
15730645,111.92792,7,0.062540248,5,7
15724175,114.18806,15,0.13136224,9,15
1141813,144.13949,74,0.51339158,29,74
16636860,197.37299,86,0.43572324,39,86
15640567,129.07355,9,0.069727684,3,9
15607180,114.0381,21,0.18414898,9,21
17359133,240.3438,97,0.40358853,19,97
17358864,303.99388,110,0.36184939,38,110
17355745,256.53955,143,0.55741893,33,143
12654063,145.0132,62,0.42754729,33,62
16448954,131.75708,46,0.34912736,27,46
15508735,119.84076,18,0.15019932,10,18
7563413,163.64399,148,0.90440227,36,148
7555204,126.53837,33,0.26079046,7,33
15725673,119.0699,6,0.050390568,3,6
17729888,185.44685,138,0.74414853,61,138
5895651,167.10116,112,0.67025266,42,112
4637677,177.86367,95,0.53411694,49,95
16629886,236.9338,72,0.30388235,44,72
15717229,108.45683,7,0.06454181,5,7
15533421,132.90155,35,0.26335283,13,35
946481,129.66202,47,0.36248084,5,47
9927082,154.93467,86,0.55507268,30,86
3822523,138.59346,49,0.35355205,16,49
17732291,200.52246,43,0.21443982,17,43
15723727,124.28504,38,0.30574879,5,38
17587452,233.00675,92,0.39483836,40,92
17814107,200.22836,77,0.38456091,23,77
15574941,138.94476,30,0.21591314,15,30
17105842,165.89295,62,0.37373499,36,62
8260011,136.01236,56,0.41172727,29,56
11248536,219.93511,113,0.51378791,58,113
2215447,111.31202,46,0.41325276,10,46
7568455,128.57082,61,0.47444669,13,61
13028455,230.3003,132,0.57316469,44,132
11229136,198.55036,74,0.37270142,19,74
11050498,226.35921,76,0.33574953,47,76
15673715,146.40376,61,0.41665595,32,61
15658013,122.6869,32,0.26082654,12,32
19950281,199.28445,116,0.58208254,55,116
6651098,156.5378,66,0.4216234,39,66
10241716,111.22775,44,0.39558472,4,44
20981321,225.73926,74,0.32781182,36,74
1011675,128.03475,27,0.21088025,14,27
15641926,132.97858,46,0.34592037,6,46
6220384,143.34466,131,0.91388129,16,131
16341399,119.45088,86,0.71996119,28,86
15594123,141.2569,9,0.063713701,6,9
3032520,147.1684,4,0.027179747,3,4
5689639,183.84041,55,0.29917252,33,55
8447845,133.30368,70,0.52511678,7,70
12509506,163.48512,105,0.6422603,35,105
4665627,229.10863,245,1.0693617,57,245
16288872,139.91439,48,0.34306693,9,48
12882387,172.63014,133,0.77043326,38,133
891237,161.35566,29,0.1797272,5,29
15639548,129.08357,5,0.038734596,3,5
2209091,120.62017,59,0.48913875,11,59
18620885,111.97592,73,0.65192586,22,73
5503982,174.77409,135,0.77242569,38,135
10246566,129.53543,46,0.3551152,27,46
5678582,197.90243,95,0.48003453,46,95
16176721,214.12143,63,0.29422558,40,63
15718275,135.99948,13,0.095588604,8,13
15717736,146.7288,38,0.2589812,24,38
11876076,177.99406,81,0.45507138,42,81
19051762,216.84687,123,0.56722056,43,123
11184236,146.68429,159,1.0839607,23,159
18785124,130.4553,4,0.030661843,2,4
17913185,156.16172,128,0.81966311,49,128
15615776,123.83645,65,0.52488585,12,65
7480731,122.31533,78,0.63769603,13,78
1347886,167.07135,80,0.47883735,13,80
15699715,111.07198,16,0.14405073,4,16
15691122,130.88179,50,0.38202411,26,50
15023806,236.62556,136,0.57474772,61,136
13084891,168.74674,72,0.42667491,27,72
12452356,169.40303,46,0.27154178,31,46
5763407,167.59055,56,0.33414773,33,56
11079069,173.38991,87,0.50175931,45,87
16434824,192.4995,54,0.28052021,21,54
5744502,206.05448,97,0.4707493,33,97
12736001,173.24529,62,0.35787408,28,62
5684940,211.53002,64,0.30255752,31,64
