41860.8,35172.8,36450
34789,41507.4,45100
68840.8,43365.6,51350
67807.2,44045.8,51750
67879.4,44159.8,52150
68749.6,43403.6,51450
34437.5,41549.2,43650
61829.8,44570.2,44200
61915.3,42468.8,41850
61807,42544.8,42300
37511.7,36404,44600
36077.2,39223.6,41850
36352.7,37171.6,47300
36666.2,36430.6,47900
36860,36803,46100
64942,46352.4,45800
64968.6,46291.6,45900
68840.8,43365.6,51350
64831.8,44091.4,50850
64265.6,44414.4,50650
64535.4,44262.4,50900
64265.6,44414.4,50650
64535.4,44262.4,50900
64615.2,44243.4,51000
67850.9,44112.3,52000
66051.6,45573.4,49000
66300.5,44313.7,51400
64297.9,44435.3,50500
68840.8,43365.6,51350
37209.6,36822,45650
34684.5,41492.2,45400
37494.6,36388.8,44700
34859.3,40804.4,43900
34745.3,41211,44000
34927.7,40382.6,44150
62076.8,44000.2,43350
49899.7,32809.2,31800
39886.7,37270.4,38150
36848.6,36100,46500
64624.7,46063.6,45600
64615.2,44243.4,51000
66051.6,45573.4,49000
67592.5,45301.7,48300
66239.7,45347.3,48450
68749.6,43403.6,51450
66310.4,44319.9,51450
36922.7,36130.4,46450
36426.8,37080.4,47050
36426.8,37080.4,47050
36054.4,39930.4,42450
34859.3,40804.4,43900
34682.6,41336.4,44150
36860,36803,46100
36922.7,36130.4,46450
61807,42544.8,42300
68667.9,46042.7,48100
61807,42544.8,42300
61829.8,44570.2,44200
66051.6,45573.4,49000
66051.6,45573.4,49000
66171.3,45328.3,48550
37511.7,36404,44600
37209.6,36822,45650
36860,36803,46100
34745.3,41211,44000
34684.5,41492.2,45400
34437.5,41549.2,43650
64942,46352.4,45800
68840.8,43365.6,51350
64968.6,46291.6,45900
66051.6,45573.4,49000
67592.5,45301.7,48300
66239.7,45347.3,48450
36352.7,37171.6,47300
36922.7,36130.4,46450
35851.1,40097.6,42800
34811.8,41591,45950
36050.6,39276.8,41950
34654.1,41465.6,44600
39654.9,37521.2,38900
34859.3,40804.4,43900
34682.6,41336.4,44150
65179.5,46458.8,46300
62059.7,44513.2,43850
66144.7,45354.9,48750
64535.4,44262.4,50900
61829.8,44570.2,44200
61862.1,42753.8,42050
61915.3,42468.8,41850
61807,42544.8,42300
62747.5,45292.2,44650
67850.9,44112.3,52000
66051.6,45573.4,49000
66171.3,45328.3,48550
68521.6,45873.6,48150
65179.5,46458.8,46300
61807,42544.8,42300
65179.5,46458.8,46300
36054.4,39930.4,42450
36077.2,39223.6,41850
66051.6,45573.4,49000
37000.6,36225.4,46250
37496.5,36434.4,44850
66144.7,45354.9,48750
66239.7,45347.3,48450
68667.9,46042.7,48100
37000.6,36225.4,46250
34745.3,41211,44000
34692.1,41743,46400
62076.8,44000.2,43350
61862.1,42753.8,42050
61915.3,42468.8,41850
61915.3,42468.8,41850
64968.6,46291.6,45900
64297.9,44435.3,50500
36666.2,36430.6,47900
64968.6,46291.6,45900
62059.7,44513.2,43850
68667.9,46042.7,48100
61915.3,42468.8,41850
39886.7,37270.4,38150
39654.9,37521.2,38900
39246.4,37426.2,39550
36050.6,39276.8,41950
66239.7,45347.3,48450
66598.8,43893.8,47900
68818,66296.9,73250
71343.1,58770.8,53950
70991.6,58478.2,54000
67146,69969.4,74800
68892.1,59128,57650
70721.8,63235.8,58850
69828.8,61996.4,61750
70548.9,62589.8,58550
68784.8,64808.1,71700
69365.2,62770.3,69650
68584.9,61397.2,67500
68041.2,61222.6,65600
68424.7,59506.1,60100
68928.8,59115.3,57450
36049.2,38051.4,44750
35984.6,38191.1,44700
66657,44093.6,48650
35573.7,36504.7,44150
37737.8,36495.2,43100
37412.9,36632,45200
35524.3,36592.1,43950
37493,36403.5,44550
36191.2,37213.4,45300
35811.2,36480,44700
67469,57851.2,59200
68154.5,60394.9,64650
61379.2,42283.9,42750
68333.5,44917.9,48050
66452.5,45191.5,47750
68092.2,58575.1,52850
67687.5,57231.8,50050
69866.8,62187,64550
70288.6,64121.4,70000
69961.8,64972.4,71100
40948.8,36438.2,37050
69161.9,59166,56950
67341.7,57098.8,57850
67745.3,57920.1,60000
67907.9,57915.8,51500
67590.6,57856.9,51050
68386.7,56642.8,56100
69601.6,69854.6,75250
69174.8,69865.7,75150
69231.8,61178.7,65400
69558.9,61189.7,65050
67750.2,45087,49000
67223.9,58117.2,48550
67696,61576.1,66650
67032.8,57985.7,59900
66912.6,57394.9,59050
66925.9,57257.7,58600
66968.6,57130.4,58450
68504.5,62654.4,69550
68698.8,61059.6,63850
72939.1,50017.5,49950
67959.2,67203,72800
68764.8,66465.8,73600
67693.2,57881.6,59600
68396.2,62388.6,68000
68783.8,62248,68100
68780,62620.2,69150
69268.3,63821.2,70850
67921.2,68852.2,74550
67446.2,69220.8,74500
69391.8,63505.8,68350
68884.5,64406.4,71500
68827.5,65896,72900
68141.6,68149.4,74550
71930.2,64212.4,57350
37699.8,36499,43500
61575.2,44558.8,46350
66619.7,54860.6,58500
66623.5,54796,58600
71689.8,46770.7,48400
72437.5,48326.5,48550
71716.4,46345.1,48550
72447,48351.2,48600
