29409.3,44241.3,43850
31454.5,54892.9,59050
31355.3,54073.8,58950
29963,46519.6,43650
34931.1,56198,59500
43108.9,68504.4,74600
29064.5,49347.9,43950
29443.9,48151.5,44250
26980,44403,48800
29313.2,49669.8,46200
28548.5,50869.3,42450
25692.8,49654.6,41750
35486.3,42383.3,42150
43339.6,69956.9,75300
26111.9,50361.4,44600
30980.2,49718,40650
25549.3,48215.4,45050
25376.4,48154.6,45300
24272.2,49644.4,43250
25814.6,45503.2,50000
32469,53404.2,61050
30959.2,52674.9,58000
43091.1,67070,72750
27306.9,43637.8,45600
25651.5,47637.6,46650
32606.7,43287.2,56550
32100.4,46445.5,41600
25888.2,49427.6,42900
31617.9,45291.2,58400
31782.3,44814.4,58650
31610.4,45212.1,58650
31721.5,44918.8,58950
31999.6,45054.6,58450
24323.8,50319.6,44350
24065.4,49804.7,44500
24046.4,49536.8,43800
25638.4,47927.8,45650
25687.2,47867.8,45900
25802,42715.8,46900
26524,51307.6,45050
24251.6,50270.2,42900
31230.3,49024.8,40850
24133.8,50179,44900
27367.6,51091,43500
25359.3,50327,44950
31002.4,49915.3,40450
