46606.4,68215.7,59450
40373.1,58677.7,51000
42238.9,59498.5,52600
44792.5,61721.5,55800
45733,62221.2,56650
35245,57870.2,48650
35245,57870.2,48650
38844.6,58165.6,50200
46852.1,63942.6,58750
46335.3,62952.7,57650
42421.3,59677.1,53000
44819.1,61740.5,55850
41402.9,59186.9,51750
34880.2,57537.7,48150
46407.5,63195.9,57900
41520.7,59179.3,51900
35822,58202.7,49200
35822,58202.7,49200
35822,58202.7,49200
34796.6,57324.9,49050
34796.6,57324.9,49050
39049.4,58150.8,50350
42341.5,59593.5,52850
35119.6,57714.4,48450
46848.3,64282.7,58400
46540.5,63659.5,58150
45921.1,62169.9,57150
41877.9,59293.3,52150
42193.3,59460.5,52500
38214.7,58290.1,49750
35117.7,57685.9,48350
35579.4,58229.3,49450
35368.5,57997.5,48750
35368.5,57997.5,48750
36293.8,58282.5,49300
35930.9,58252.1,49250
35306.8,57933.9,48700
38844.6,58165.6,50200
38214.7,58290.1,49750
35117.7,57685.9,48350
35062.6,58586.5,48450
35822,58202.7,49200
35119.6,57714.4,48450
35402.2,58012.7,48800
37697.9,58349,49600
34686.4,57438.9,48050
34686.4,57438.9,48050
34783.3,57488.3,48100
35570.4,58088.7,49050
35070.8,57653,48300
34686.4,57438.9,48050
35368.5,57997.5,48750
35368.5,57997.5,48750
35570.4,58088.7,49050
36293.8,58282.5,49300
34152.5,57615.6,48000
35070.8,57653,48300
35822,58202.7,49200
35119.6,57714.4,48450
35062.6,58586.5,48450
35579.4,58229.3,49450
44141.4,61370.6,55300
35117.7,57685.9,48350
35062.6,58586.5,48450
36153.2,58124.8,48950
35368.5,57997.5,48750
36293.8,58282.5,49300
34612.3,57224.2,47800
35062.6,58586.5,48450
35070.8,57653,48300
34783.3,57488.3,48100
34686.4,57438.9,48050
34686.4,57438.9,48050
38844.6,58165.6,50200
40658.1,58886.7,51100
36464.8,58326.2,48450
