26679.8,58599.8,37850
26679.8,58599.8,37850
26987.6,58862,38350
26410,58520,37450
25954,57060.8,36150
26060.4,57171,36400
26581,57361,37250
26159.2,58280.6,37200
26026.2,57220.4,36550
26539.2,57383.8,36900
25954,57060.8,36150
25954,57060.8,36150
26478.4,61191.4,37900
27629.8,58409.8,37000
26258,57212.8,38000
26159.2,58280.6,37200
26159.2,58280.6,37200
26463.2,58527.6,37500
27029.4,58436.4,35900
27766.6,58098.2,37550
27648.8,58371.8,37050
26140.2,58375.6,37250
27337.2,58474.4,36750
26839.4,58238.8,35450
27048.4,58387,36350
26258,57212.8,38000
26258,57212.8,38000
27766.6,58098.2,37550
27766.6,58098.2,37550
27736.2,58155.2,37300
26987.6,58862,38350
27629.8,58409.8,37000
26258,57212.8,38000
27648.8,58371.8,37050
27648.8,58371.8,37050
27337.2,58474.4,36750
26258,57212.8,38000
26839.4,58235,35600
26839.4,58238.8,35500
26839.4,58238.8,35350
27766.6,58098.2,37550
26980,60252.8,37600
26839.4,58242.6,35150
26839.4,58238.8,35450
25954,57060.8,36150
26060.4,57171,36400
26060.4,57171,36400
26410,58520,37450
26410,58520,37450
26679.8,58599.8,37850
26987.6,58862,38350
26839.4,58235,35600
26839.4,58235,35600
27063.6,58489.6,36050
27048.4,58387,36350
27629.8,58409.8,37000
26220,57243.2,38050
26220,57243.2,38050
26258,57212.8,38000
26258,57212.8,38000
26258,57212.8,38000
26258,57212.8,38000
26569.6,57288.8,37500
26569.6,57288.8,37500
26569.6,57288.8,37500
26562,57288.8,37450
26159.2,58280.6,37200
26463.2,58527.6,37500
26463.2,58527.6,37500
26873.6,58767,38250
26839.4,58307.2,35750
26657,57539.6,35850
27029.4,58436.4,35900
27029.4,58436.4,35900
27029.4,58436.4,35900
27766.6,58098.2,37550
27648.8,58371.8,37050
26980,60252.8,37600
26980,60252.8,37600
27124.4,58402.2,36400
25976.8,57117.8,35950
26026.2,57220.4,36550
26140.2,58375.6,37250
26569.6,57288.8,37550
26581,57361,37250
26839.4,58242.6,35150
26839.4,58242.6,35150
26839.4,58242.6,35150
26839.4,58242.6,35150
25954,57060.8,36150
26839.4,58238.8,35450
26839.4,58238.8,35450
26839.4,58238.8,35500
26835.6,58250.2,34950
26835.6,58250.2,34950
26843.2,58246.4,34750
26539.2,57383.8,36900
26759.6,58706.2,38050
26839.4,58238.8,35350
26987.6,58862,38350
26987.6,58862,38350
27048.4,58387,36350
26258,57212.8,38000
26569.6,57288.8,37500
26463.2,58527.6,37500
26463.2,58527.6,37500
27010.4,58869.6,38400
27766.6,58098.2,37550
27648.8,58371.8,37050
27648.8,58371.8,37050
27648.8,58371.8,37050
27690.6,58345.2,37200
27124.4,58402.2,36400
26839.4,58242.6,35150
26839.4,58238.8,35450
26839.4,58238.8,35450
26843.2,58246.4,34750
25954,57060.8,36150
26410,58520,37450
26410,58520,37450
26679.8,58599.8,37850
26679.8,58599.8,37850
26679.8,58599.8,37850
26987.6,58862,38350
26478.4,61191.4,37900
26478.4,61191.4,37900
26839.4,58235,35600
27048.4,58387,36350
26220,57243.2,38050
26258,57212.8,38000
26258,57212.8,38000
26258,57212.8,38000
26569.6,57288.8,37500
26569.6,57288.8,37500
26581,57361,37250
26159.2,58280.6,37200
26410,58520,37450
26463.2,58527.6,37500
26463.2,58527.6,37500
26873.6,58767,38250
27010.4,58869.6,38400
26839.4,58307.2,35750
27766.6,58098.2,37550
27690.6,58345.2,37200
26942,60260.4,37550
26140.2,58375.6,37250
26569.6,57288.8,37550
26569.6,57288.8,37550
26839.4,58242.6,35150
26839.4,58242.6,35150
26839.4,58238.8,35450
26839.4,58238.8,35450
26843.2,58246.4,34750
25954,57060.8,36150
26060.4,57171,36400
26060.4,57171,36400
26410,58520,37450
26987.6,58862,38350
26987.6,58862,38350
26478.4,61191.4,37900
26839.4,58235,35600
27014.2,58413.6,36150
27014.2,58413.6,36150
26569.6,57288.8,37500
26569.6,57288.8,37500
26562,57288.8,37450
26581,57361,37250
26581,57361,37250
26463.2,58527.6,37500
26873.6,58767,38250
27029.4,58436.4,35900
27029.4,58436.4,35900
27648.8,58371.8,37050
27690.6,58345.2,37200
27124.4,58402.2,36400
26026.2,57220.4,36550
26839.4,58242.6,35150
26839.4,58242.6,35150
26835.6,58250.2,34950
26843.2,58246.4,34750
26539.2,57383.8,36900
26759.6,58706.2,38050
26410,58520,37450
26679.8,58599.8,37850
26987.6,58862,38350
26478.4,61191.4,37900
27014.2,58413.6,36150
27048.4,58387,36350
27629.8,58409.8,37000
26258,57212.8,38000
26258,57212.8,38000
26569.6,57288.8,37500
26159.2,58280.6,37200
26410,58520,37450
27766.6,58098.2,37550
26980,60252.8,37600
26942,60260.4,37550
26839.4,58242.6,35150
26839.4,58242.6,35150
26839.4,58238.8,35450
26839.4,58238.8,35450
26839.4,58238.8,35450
25954,57060.8,36150
25954,57060.8,36150
26410,58520,37450
26679.8,58599.8,37850
26987.6,58862,38350
26478.4,61191.4,37900
26839.4,58235,35600
27063.6,58489.6,36050
27014.2,58413.6,36150
27014.2,58413.6,36150
27629.8,58409.8,37000
26220,57243.2,38050
26258,57212.8,38000
26258,57212.8,38000
26569.6,57288.8,37500
26410,58520,37450
26410,58520,37450
26645.6,58698.6,37750
27010.4,58869.6,38400
27766.6,58098.2,37550
27766.6,58098.2,37550
27648.8,58371.8,37050
27648.8,58371.8,37050
27648.8,58371.8,37050
26056.6,57148.2,36450
26056.6,57148.2,36450
27337.2,58474.4,36750
26839.4,58242.6,35150
26839.4,58238.8,35450
26888.8,58333.8,35800
26334,58508.6,37350
27736.2,58155.2,37300
26060.4,57171,36400
26679.8,58599.8,37850
26679.8,58599.8,37850
26987.6,58862,38350
27014.2,58413.6,36150
27048.4,58387,36350
26220,57243.2,38050
26220,57243.2,38050
26258,57212.8,38000
26258,57212.8,38000
26258,57212.8,38000
26258,57212.8,38000
26581,57361,37250
26410,58520,37450
26463.2,58527.6,37500
26463.2,58527.6,37500
26463.2,58527.6,37500
26645.6,58698.6,37750
27010.4,58869.6,38400
27010.4,58869.6,38400
27029.4,58436.4,35900
27766.6,58098.2,37550
27766.6,58098.2,37550
27766.6,58098.2,37550
27648.8,58371.8,37050
27337.2,58474.4,36750
26839.4,58242.6,35150
26839.4,58242.6,35150
26835.6,58250.2,34950
26843.2,58246.4,34750
26676,58634,37800
26258,57212.8,38000
25954,57060.8,36150
26410,58520,37450
26056.6,57148.2,36450
25954,57060.8,36150
26060.4,57171,36400
25954,57060.8,36150
26410,58520,37450
26679.8,58599.8,37850
26679.8,58599.8,37850
26987.6,58862,38350
26987.6,58862,38350
26987.6,58862,38350
26478.4,61191.4,37900
26839.4,58235,35600
27063.6,58489.6,36050
27014.2,58413.6,36150
27048.4,58387,36350
26220,57243.2,38050
26220,57243.2,38050
26258,57212.8,38000
26258,57212.8,38000
26258,57212.8,38000
26569.6,57288.8,37500
26569.6,57288.8,37500
26569.6,57288.8,37500
26562,57288.8,37450
26581,57361,37250
26581,57361,37250
26159.2,58280.6,37200
26410,58520,37450
26410,58520,37450
26410,58520,37450
26463.2,58527.6,37500
