CellID,Length,Synapses,Density,Degree,WeightedDegree
79685,143.8299,158,1.0985198,3,11
79182,141.1343,235,1.6650807,3,42
77030,141.2754,184,1.3024207,10,90
81544,139.3113,145,1.0408344,5,23
79676,141.0059,219,1.5531265,19,87
77047,143.4702,321,2.2373984,6,75
79152,144.7132,161,1.1125454,11,52
78440,143.6514,193,1.3435302,5,22
79220,144.0236,66,0.45825823,3,6
79131,144.5106,250,1.7299769,2,9
78985,145.2797,111,0.76404343,0,31
79145,143.744,178,1.2383126,11,55
78840,150.9189,135,0.89452017,3,36
79171,148.0685,103,0.69562398,5,17
79913,146.8085,335,2.2818842,4,27
77504,151.4878,165,1.0891966,38,150
78395,151.1142,177,1.1712996,44,131
79133,148.2077,257,1.734053,6,37
76568,150.9431,349,2.3121295,0,149
79311,152.8725,203,1.327904,3,18
79123,150.6981,238,1.5793165,4,33
80726,149.1894,131,0.87807847,14,46
78820,150.3362,175,1.1640576,9,32
79196,153.2744,169,1.1025977,4,28
77906,148.4777,172,1.1584231,17,119
81001,151.9567,212,1.3951343,5,73
77070,157.0458,346,2.2031789,11,176
78294,150.0925,75,0.49969186,5,23
79751,148.5777,202,1.359558,8,40
79241,156.6998,119,0.75941386,3,19
79784,153.4919,165,1.0749753,3,18
78873,156.5786,92,0.58756433,7,22
79312,155.2179,243,1.5655411,4,32
81813,152.7927,131,0.8573708,10,59
79668,152.6673,181,1.1855846,17,87
79153,163.2273,208,1.2742966,4,37
78699,153.483,113,0.73623789,2,37
79144,154.374,261,1.6906992,2,45
80612,157.5153,148,0.93959127,1,46
79030,160.3551,157,0.97907706,17,49
80604,154.1903,273,1.7705394,4,105
78766,161.5722,422,2.6118355,3,50
78697,154.355,245,1.5872502,0,37
79950,163.1852,133,0.81502489,7,18
78308,160.7836,209,1.2998838,6,48
79762,163.6769,131,0.80035729,4,20
79758,158.2071,246,1.5549239,4,38
81561,166.2073,54,0.32489548,3,6
79709,165.3005,183,1.1070747,7,27
81074,152.049,89,0.58533762,8,46
81642,169.7011,103,0.60694951,6,19
79162,158.6152,144,0.90785751,5,8
78797,158.4379,312,1.9692258,5,49
79764,159.6225,159,0.99610017,6,36
76473,154.659,182,1.1767825,0,3
